Rank,Title, URL, Human_Readable_Date, Timestamp"1", "Show HN: Yappy – A Python TUI to automate LinkedIn yapping", "https://github.com/JienWeng/yappy", 1772770928, Wed Jan 21 1970 07:26:10 GMT-0500 (Eastern Standard Time)
"20", "Breaking Down 50M Pins: A Smarter Way to Design 3D IC Packages", "https://www.allaboutcircuits.com/industry-articles/breaking-down-50-million-pins-a-smarter-way-to-design-3d-ic-packages/", 1772769412, Wed Jan 21 1970 07:26:09 GMT-0500 (Eastern Standard Time)
"21", "Show HN: Gluon – Project management with impact-based task prioritization", "https://apps.apple.com/us/app/gluon-project-manager/id6758938759", 1772769347, Wed Jan 21 1970 07:26:09 GMT-0500 (Eastern Standard Time)
"22", "What I'm learning trying to build a dance theater piece like a startup", "https://news.ycombinator.com/item?id=47270660", 1772769303, Wed Jan 21 1970 07:26:09 GMT-0500 (Eastern Standard Time)
"23", "Ask HN: How common are fake job postings when searching for jobs online?", "https://news.ycombinator.com/item?id=47270647", 1772769107, Wed Jan 21 1970 07:26:09 GMT-0500 (Eastern Standard Time)
"24", "Show HN: Agent-pulse – local gateway that fans out AI agent events to clients", "https://github.com/SantiagoBobrik/agent-pulse", 1772769048, Wed Jan 21 1970 07:26:09 GMT-0500 (Eastern Standard Time)
"25", "Show HN: Netwall", "https://netwall.org/", 1772769037, Wed Jan 21 1970 07:26:09 GMT-0500 (Eastern Standard Time)
"26", "Show HN: Collaborative Blogging", "https://blog.sgo.to/2026/01/07/how-does-this-blog-work", 1772768909, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"27", "An experiment: funding an independent dance theater piece like a startup", "https://news.ycombinator.com/item?id=47270626", 1772768885, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"28", "Doctronic Is Now Accepting New Patients (and Unsafe Instructions)", "https://mindgard.ai/blog/doctronic-is-now-accepting-new-patients-and-unsafe-instructions", 1772768766, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"29", "Academics Need to Wake Up on AI", "https://alexanderkustov.substack.com/p/academics-need-to-wake-up-on-ai-part", 1772768749, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"30", "Every Claim from Meta Child Safety Trials", "https://meta-trials.vercel.app/", 1772768723, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"31", "The Future of Enterprise Software", "https://twitter.com/levie/status/2013018817610518642", 1772768689, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"32", "Show HN: Chrome extension that tailors your resume to a job posting in one click", "https://ajusta.ai/", 1772768513, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"33", "'What is the game plan?': The Iran war is unsettling China and its ambitions", "https://www.bbc.com/news/articles/c2044vzrdpzo", 1772768370, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"34", "AI Agents Are Recruiting Humans to Observe the Offline World", "https://www.noemamag.com/ai-agents-are-recruiting-humans-to-observe-the-offline-world/", 1772768294, Wed Jan 21 1970 07:26:08 GMT-0500 (Eastern Standard Time)
"35", "Play the New York Times Connections Puzzle with DuckDB", "https://github.com/tomjakubowski/connections.duckdb", 1772767706, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"36", "Atombot – A tiny but powerful personal AI assistant", "https://github.com/daegwang/atombot", 1772767663, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"37", "Show HN: Hierarchical Timing Wheel in Rust (1,700x faster cancel vs. BinaryHeap)", "https://github.com/AnkurRathore/sharded-timing-wheel", 1772767651, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"38", "A Dire Warning from the Tech World", "https://www.theatlantic.com/technology/2026/03/dean-ball-anthropic-interview/686226/", 1772767521, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"39", "The Seventh Seal (1957) [video]", "https://archive.org/details/the-seventh-seal-det-sjunde-inseglet.-1957.-brrip.-xvi-d.-ac-3-vli-s", 1772767289, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"40", "Capital One to lay off more than 1,100 in latest cuts at Discover Financial HQ", "https://www.nbcchicago.com/news/local/capital-one-to-lay-off-more-than-1100-in-latest-round-of-cuts-at-suburban-facility/3903806/", 1772767264, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"41", "Show HN: AI Code Validator – CI/CD quality gate for AI-generated code", "https://github.com/raye-deng/ai-code-validator", 1772767260, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"42", "Female astronauts face clotting risks, five-day weightlessness simulation sugges", "https://phys.org/news/2026-03-female-astronauts-clotting-day-weightlessness.html", 1772767255, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"43", "Notes on Writing WASM", "https://notes.brooklynzelenka.com/Blog/Notes-on-Writing-Wasm", 1772767047, Wed Jan 21 1970 07:26:07 GMT-0500 (Eastern Standard Time)
"44", "Disrupted Bitbucket Availability", "https://bitbucket.status.atlassian.com/incidents/kp6zgtgk83mc", 1772766904, Wed Jan 21 1970 07:26:06 GMT-0500 (Eastern Standard Time)
"45", "NASA now officially has no plans to use new mobile launcher for Artemis", "https://phys.org/news/2026-03-nasa-mobile-launcher-artemis.html", 1772766745, Wed Jan 21 1970 07:26:06 GMT-0500 (Eastern Standard Time)
"46", "Reasoning models struggle to control their chains of thought, and that's good", "https://openai.com/index/reasoning-models-chain-of-thought-controllability/", 1772766688, Wed Jan 21 1970 07:26:06 GMT-0500 (Eastern Standard Time)
"47", "OpenWrt 25.12 Stable Release", "https://forum.openwrt.org/t/openwrt-25-12-0-stable-release/247228", 1772766623, Wed Jan 21 1970 07:26:06 GMT-0500 (Eastern Standard Time)
"48", "Wrinkles reveal whether elephants are left- or right-trunked, study finds", "https://www.theguardian.com/science/2024/oct/09/wrinkles-elephants-left-right-trunked-study", 1772766531, Wed Jan 21 1970 07:26:06 GMT-0500 (Eastern Standard Time)
"49", "Show HN: Zsh helpers for LLM Git diff review", "https://github.com/benstroud/diffreview", 1772766329, Wed Jan 21 1970 07:26:06 GMT-0500 (Eastern Standard Time)
"50", "UzAuto Motors (Formerly GM Uzbekistan)", "https://en.wikipedia.org/wiki/UzAuto_Motors", 1772765576, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"51", "Dasalinization Plants as Military Targets", "https://theconversation.com/persian-gulf-desalination-plants-could-become-military-targets-in-regional-war-277597", 1772765459, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"52", "Bomb Drugs", "https://medicinalseedkit.com/kit/#aff=hfc13x9e67", 1772765452, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"53", "20yrs later short history of B2B sales enablement knowledge management BizSphere", "https://salesenablement.wordpress.com/2026/03/06/20-years-later-the-history-of-bizsphere-a-sales-enablement-martech-player-ahead-of-its-time/", 1772765415, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"54", "Show HN: I built an AI-assisted roadmap tool to prioritize SaaS features", "https://buildvote.com/", 1772765376, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"55", "Full-Stack AI Agent Template", "https://github.com/vstorm-co/full-stack-ai-agent-template", 1772765369, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"56", "A Grand Vision for Rust", "https://blog.yoshuawuyts.com/a-grand-vision-for-rust/", 1772765289, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"57", "Josh Waitzkin’s Chessmaster Lectures", "https://www.youtube.com/playlist?list=PL1TfIrAqsOzcNSHV00pmvNusNTqYagQfz", 1772765275, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"58", "Show HN: Automated Testing for AI Agents", "https://agents.zalor.ai/", 1772765261, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"59", "Netflix Acquires Ben Affleck-Founded AI Moviemaking Business", "https://news.bloomberglaw.com/artificial-intelligence/netflix-acquires-ben-affleck-founded-ai-moviemaking-business", 1772765148, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"60", "Show HN: Aidevshield NPM audit for AI coding tool workflows", "https://github.com/aidevshield/aidevshield", 1772765062, Wed Jan 21 1970 07:26:05 GMT-0500 (Eastern Standard Time)
"61", "OpenClaw Partners with VirusTotal for Skill Security", "https://openclaw.ai/blog/virustotal-partnership", 1772764984, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"62", "Show HN: A deterministic ecosystem simulator for long-horizon AI agents", "https://biomesyn.com/", 1772764980, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"63", "Show HN: ThreatAlert – anonymous community incident map, no sign-up required", "https://threatalert.live/", 1772764963, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"64", "Top Tech News Sites and Innovation Updates – BTW Media", "https://btw.media/", 1772764963, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"65", "Show HN: Whiplash – macOS menu bar app to track concurrent CLI agent sessions", "https://arv.in/whiplash/", 1772764789, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"66", "Your binary is no longer safe: Conversion with LLMs", "https://reorchestrate.com/posts/your-binary-is-no-longer-safe-conversion/", 1772764769, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"67", "Your binary is no longer safe: Decompilation with LLMs", "https://reorchestrate.com/posts/your-binary-is-no-longer-safe-decompilation/", 1772764751, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"68", "Chardet dispute shows how AI will kill software licensing, argues Bruce Perens", "https://www.theregister.com/2026/03/06/ai_kills_software_licensing/", 1772764520, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"69", "Congress Is Considering Abolishing Your Right to Be Anonymous Online", "https://theintercept.com/2026/03/05/kosa-online-age-verification-free-speech-privacy/", 1772764311, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"70", "SAS Viya at SAS Innovate: What's new in data and AI (2025) [video]", "https://www.youtube.com/watch?v=O0pFqhZl3fg", 1772764165, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"71", "Show HN: Build Agents and Autonomous Workflows with connections to 1k apps", "https://usplus.ai/", 1772764139, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"72", "Ask HN: Is there any CLI or MCP tools for filing US taxes?", "https://news.ycombinator.com/item?id=47270081", 1772764128, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"73", "Show HN: Nuke Claude Desktop from Orbit", "https://gist.github.com/kordless/39db28a3e9d233bf3e8a6547026fe4c8", 1772764122, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"74", "Show HN: Almost Entirely Vibe Coded 3D C++ OpenGL Engine", "https://github.com/msuvakovic/VLoom/tree/main", 1772764025, Wed Jan 21 1970 07:26:04 GMT-0500 (Eastern Standard Time)
"75", "Ask HN: How are you using multi-agent AI systems in your daily workflow?", "https://news.ycombinator.com/item?id=47270020", 1772763628, Wed Jan 21 1970 07:26:03 GMT-0500 (Eastern Standard Time)
"76", "Show HN: Virtual Indoor Cycling App (Now with Shiny GTK4/Adwaita GUI)", "https://news.ycombinator.com/item?id=47270001", 1772763419, Wed Jan 21 1970 07:26:03 GMT-0500 (Eastern Standard Time)
"77", "LEDs/M vs. 60 LEDs/M: Solving Dotting and Voltage Drop", "https://news.ycombinator.com/item?id=47269998", 1772763396, Wed Jan 21 1970 07:26:03 GMT-0500 (Eastern Standard Time)
"78", "JJHub", "https://jjhub.tech/", 1772763206, Wed Jan 21 1970 07:26:03 GMT-0500 (Eastern Standard Time)
"79", "Electrobun and WGPU: Tiny, cross-platform games and ML with Bun", "https://blackboard.sh/blog/wgpu-in-electrobun/", 1772763035, Wed Jan 21 1970 07:26:03 GMT-0500 (Eastern Standard Time)
"80", "Beyond Language Modeling: An Exploration of Multimodal Pretraining", "https://arxiv.org/abs/2603.03276", 1772762981, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"81", "RNA-specific local translation patterned by condensates for cell growth", "https://www.nature.com/articles/s41556-026-01887-y", 1772762913, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"82", "Show HN: Titan Gate – cryptographic receipts for AI-assisted code changes", "https://github.com/Rehanrana11/titan-gate", 1772762803, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"83", "The home computer war", "https://technicshistory.com/2026/03/06/the-home-computer-war/", 1772762644, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"84", "Polyscope: Agent-First "IDE"", "https://getpolyscope.com/", 1772762556, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"85", "AI models compete playing CIV", "https://clashai.live/", 1772762506, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"86", "Show HN: Md-pattern-studio – Markdown patterns for report-style documents", "https://github.com/sungreong/md-pattern-studio", 1772762500, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"87", "Show HN: MCPSec – OWASP MCP Top Scanner for Model Context Protocol Configs", "https://github.com/pfrederiksen/mcpsec", 1772762321, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"88", "Fractals is a recursive task orchestrator for agent swarm", "https://github.com/TinyAGI/fractals", 1772762241, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"89", "ClickHouse integrated Clickstack into their binary", "https://clickhouse.com/blog/clickstack-embedded-clickhouse", 1772762176, Wed Jan 21 1970 07:26:02 GMT-0500 (Eastern Standard Time)
"90", "Almanack of Agents: Dispatches from an AI Social Network", "https://www.amazon.com/dp/B0GR6T1KMQ", 1772761987, Wed Jan 21 1970 07:26:01 GMT-0500 (Eastern Standard Time)
"91", "A stupid little map tool has been more valuable than all the content on my site", "https://mapscaping.com/as-the-crow-flies-distance-calculator/", 1772761837, Wed Jan 21 1970 07:26:01 GMT-0500 (Eastern Standard Time)
"92", "Ask HN: Why is integrating external partners to Jira so hard?", "https://news.ycombinator.com/item?id=47269793", 1772761723, Wed Jan 21 1970 07:26:01 GMT-0500 (Eastern Standard Time)
"93", "Computer scientists caution against internet age-verification mandates", "https://reason.com/2026/03/04/computer-scientists-caution-against-internet-age-verification-mandates/", 1772761664, Wed Jan 21 1970 07:26:01 GMT-0500 (Eastern Standard Time)
"94", "Show HN: SlideScholar-Turn research papers into conference slides in 60 seconds", "https://slidescholar.vercel.app/", 1772761300, Wed Jan 21 1970 07:26:01 GMT-0500 (Eastern Standard Time)
"95", "Self-Learning Customer Marketing", "https://news.ycombinator.com/item?id=47269729", 1772761178, Wed Jan 21 1970 07:26:01 GMT-0500 (Eastern Standard Time)
"96", "OpenAI – Symphony", "https://github.com/openai/symphony", 1772761129, Wed Jan 21 1970 07:26:01 GMT-0500 (Eastern Standard Time)
"97", "Show HN: I built Commuter, a CLI to move Claude Code sessions between computers", "https://github.com/ljbuturovic/commuter", 1772760948, Wed Jan 21 1970 07:26:00 GMT-0500 (Eastern Standard Time)
"98", "Octopress 3.0 Is Coming (2015)", "https://octopress.org/2015/01/15/octopress-3.0-is-coming/", 1772760897, Wed Jan 21 1970 07:26:00 GMT-0500 (Eastern Standard Time)
"99", "Show HN: An AI Agent Running a Real Business (Thewebsite.app)", "https://www.thewebsite.app/", 1772760788, Wed Jan 21 1970 07:26:00 GMT-0500 (Eastern Standard Time)
"100", "Show HN: RISCY-V02: A 16-bit 2-cycle RISC-V-ish CPU in the 6502 footprint", "https://github.com/mysterymath/riscyv02-sky", 1772760754, Wed Jan 21 1970 07:26:00 GMT-0500 (Eastern Standard Time)
